	words	D.Copperfield	Q.Universe	U.Physics	A.Brain	Youth	Total
1815	regard	13.0	1.0	0.0	0.0	1.0	15.0
1678	pursuit	14.0	0.0	1.0	0.0	0.0	15.0
2097	pure	11.0	1.0	0.0	0.0	3.0	15.0
3240	pump	6.0	1.0	0.0	3.0	5.0	15.0
1574	pretend	15.0	0.0	0.0	0.0	0.0	15.0
1910	pound	12.0	0.0	1.0	1.0	1.0	15.0
2631	pot	8.0	0.0	1.0	6.0	0.0	15.0
9955	plays	1.0	3.0	2.0	2.0	7.0	15.0
2610	picked	8.0	3.0	0.0	2.0	2.0	15.0
10146	peter	1.0	1.0	4.0	5.0	4.0	15.0
14108	pests	0.0	15.0	0.0	0.0	0.0	15.0
3122	perspective	6.0	3.0	1.0	2.0	3.0	15.0
1930	patience	12.0	0.0	0.0	0.0	3.0	15.0
9814	paths	1.0	1.0	8.0	2.0	3.0	15.0
17708	oxygen	0.0	1.0	6.0	7.0	1.0	15.0
1556	ough	15.0	0.0	0.0	0.0	0.0	15.0
14260	origins	0.0	6.0	1.0	5.0	3.0	15.0
14686	organisms	0.0	3.0	7.0	1.0	4.0	15.0
14815	ongoing	0.0	3.0	3.0	5.0	4.0	15.0
2182	numerous	10.0	1.0	1.0	1.0	2.0	15.0
1547	nodding	15.0	0.0	0.0	0.0	0.0	15.0
1646	nights	14.0	0.0	0.0	0.0	1.0	15.0
23399	ngc	0.0	0.0	0.0	0.0	15.0	15.0
19810	nanomedicine	0.0	0.0	1.0	14.0	0.0	15.0
16290	muscles	0.0	1.0	1.0	12.0	1.0	15.0
2341	mixed	9.0	4.0	2.0	0.0	0.0	15.0
1887	mistake	12.0	2.0	1.0	0.0	0.0	15.0
2099	missed	11.0	2.0	1.0	0.0	1.0	15.0
1669	mingled	14.0	1.0	0.0	0.0	0.0	15.0
6630	measures	2.0	2.0	3.0	6.0	2.0	15.0
17487	maximum	0.0	1.0	0.0	1.0	13.0	15.0
21020	marijuana	0.0	0.0	0.0	13.0	2.0	15.0
14437	managing	0.0	4.0	5.0	0.0	6.0	15.0
8497	los	1.0	5.0	5.0	0.0	4.0	15.0
1554	lip	15.0	0.0	0.0	0.0	0.0	15.0
11825	links	1.0	3.0	4.0	5.0	2.0	15.0
14752	layer	0.0	3.0	2.0	8.0	2.0	15.0
6506	launch	2.0	4.0	3.0	0.0	6.0	15.0
1542	laughter	15.0	0.0	0.0	0.0	0.0	15.0
1545	kissing	15.0	0.0	0.0	0.0	0.0	15.0
4864	issued	3.0	0.0	2.0	2.0	8.0	15.0
2070	intent	11.0	2.0	1.0	1.0	0.0	15.0
15831	institutes	0.0	1.0	1.0	12.0	1.0	15.0
14658	insights	0.0	3.0	2.0	7.0	3.0	15.0
1560	innite	15.0	0.0	0.0	0.0	0.0	15.0
1822	induced	12.0	0.0	2.0	1.0	0.0	15.0
14451	increasingly	0.0	4.0	5.0	4.0	2.0	15.0
2773	included	7.0	3.0	1.0	2.0	2.0	15.0
2925	improvement	7.0	1.0	2.0	3.0	2.0	15.0
1581	idle	15.0	0.0	0.0	0.0	0.0	15.0
1557	humour	15.0	0.0	0.0	0.0	0.0	15.0
2203	hill	10.0	1.0	1.0	0.0	3.0	15.0
1693	handed	14.0	0.0	0.0	1.0	0.0	15.0
21023	gray	0.0	0.0	0.0	13.0	2.0	15.0
1792	glasses	13.0	0.0	1.0	1.0	0.0	15.0
5169	giant	3.0	1.0	4.0	2.0	5.0	15.0
14678	generate	0.0	3.0	1.0	3.0	8.0	15.0
2414	formerly	9.0	2.0	3.0	0.0	1.0	15.0
1662	forgot	14.0	0.0	0.0	1.0	0.0	15.0
18308	forecasters	0.0	0.0	15.0	0.0	0.0	15.0
12279	females	1.0	10.0	2.0	0.0	2.0	15.0
4714	fascinating	4.0	3.0	3.0	3.0	2.0	15.0
14360	farm	0.0	5.0	4.0	0.0	6.0	15.0
15271	factor	0.0	2.0	4.0	4.0	5.0	15.0
18420	external	0.0	0.0	4.0	8.0	3.0	15.0
2524	excited	8.0	1.0	1.0	2.0	3.0	15.0
1687	exceedingly	14.0	0.0	1.0	0.0	0.0	15.0
2434	everywhere	9.0	3.0	1.0	1.0	1.0	15.0
7962	estimated	2.0	4.0	1.0	4.0	4.0	15.0
21015	ese	0.0	0.0	0.0	15.0	0.0	15.0
8358	emergency	1.0	5.0	8.0	1.0	0.0	15.0
14928	electronic	0.0	2.0	4.0	6.0	3.0	15.0
4522	dozen	4.0	4.0	0.0	2.0	5.0	15.0
1590	donkey	15.0	0.0	0.0	0.0	0.0	15.0
1514	disposed	15.0	0.0	0.0	0.0	0.0	15.0
7792	diet	2.0	1.0	3.0	7.0	2.0	15.0
14736	diagnosis	0.0	3.0	1.0	8.0	3.0	15.0
3131	derived	6.0	2.0	0.0	5.0	2.0	15.0
3363	curiosity	6.0	5.0	1.0	1.0	2.0	15.0
14344	core	0.0	5.0	0.0	2.0	8.0	15.0
1830	copper	12.0	0.0	1.0	0.0	2.0	15.0
5683	conventional	3.0	4.0	5.0	1.0	2.0	15.0
7946	contrast	2.0	1.0	6.0	1.0	5.0	15.0
13175	contact	1.0	3.0	3.0	3.0	5.0	15.0
1645	conduct	14.0	0.0	1.0	0.0	0.0	15.0
1801	composed	13.0	1.0	0.0	0.0	1.0	15.0
2451	completed	9.0	2.0	0.0	1.0	3.0	15.0
1666	cloth	14.0	0.0	0.0	1.0	0.0	15.0
2004	chose	11.0	2.0	2.0	0.0	0.0	15.0
3243	cheap	6.0	2.0	3.0	1.0	3.0	15.0
12449	causing	1.0	5.0	1.0	3.0	5.0	15.0
14319	camera	0.0	5.0	1.0	6.0	3.0	15.0
1889	bundle	12.0	0.0	1.0	1.0	1.0	15.0
8245	buildings	2.0	3.0	0.0	0.0	10.0	15.0
5105	bones	3.0	1.0	7.0	3.0	1.0	15.0
5086	bone	3.0	1.0	5.0	6.0	0.0	15.0
1942	blame	12.0	1.0	0.0	1.0	1.0	15.0
1682	behold	14.0	0.0	0.0	0.0	1.0	15.0
3216	begins	6.0	5.0	2.0	1.0	1.0	15.0
1884	beef	12.0	1.0	0.0	1.0	1.0	15.0
4033	australia	5.0	0.0	1.0	0.0	9.0	15.0
1595	aunts	15.0	0.0	0.0	0.0	0.0	15.0
14141	atlantic	0.0	11.0	0.0	3.0	1.0	15.0
2734	assumed	8.0	3.0	2.0	0.0	2.0	15.0
1534	ashes	15.0	0.0	0.0	0.0	0.0	15.0
1672	approached	14.0	0.0	0.0	0.0	1.0	15.0
5832	application	3.0	4.0	0.0	4.0	4.0	15.0
3553	apparently	5.0	0.0	3.0	6.0	1.0	15.0
14842	americans	0.0	2.0	7.0	4.0	2.0	15.0
1568	ale	15.0	0.0	0.0	0.0	0.0	15.0
1867	agreed	12.0	2.0	0.0	1.0	0.0	15.0
7602	absorb	2.0	4.0	2.0	2.0	5.0	15.0
14493	ﬁyou	0.0	4.0	5.0	0.0	5.0	14.0
14201	ﬁit	0.0	8.0	3.0	0.0	3.0	14.0
14145	yields	0.0	11.0	1.0	0.0	2.0	14.0
5551	writer	3.0	2.0	2.0	4.0	3.0	14.0
3220	worry	6.0	4.0	1.0	1.0	2.0	14.0
2207	wood	10.0	1.0	1.0	0.0	2.0	14.0
2394	wonders	9.0	2.0	0.0	2.0	1.0	14.0
2062	wonderfully	11.0	1.0	1.0	1.0	0.0	14.0
1861	wiped	12.0	0.0	1.0	0.0	1.0	14.0
2491	william	9.0	2.0	1.0	2.0	0.0	14.0
1927	wholly	12.0	2.0	0.0	0.0	0.0	14.0
2023	wherever	11.0	0.0	1.0	1.0	1.0	14.0
4713	wheat	4.0	1.0	7.0	2.0	0.0	14.0
1686	weeping	14.0	0.0	0.0	0.0	0.0	14.0
10410	volunteers	1.0	9.0	1.0	3.0	0.0	14.0
14536	users	0.0	4.0	1.0	6.0	3.0	14.0
14525	urban	0.0	4.0	0.0	0.0	10.0	14.0
1714	unconscious	13.0	0.0	0.0	1.0	0.0	14.0
14392	typically	0.0	4.0	4.0	2.0	4.0	14.0
16289	tissues	0.0	1.0	1.0	11.0	1.0	14.0
2642	tight	8.0	1.0	2.0	1.0	2.0	14.0
1775	threw	13.0	0.0	0.0	0.0	1.0	14.0
4160	threat	4.0	5.0	4.0	0.0	1.0	14.0
3008	temporary	7.0	1.0	3.0	3.0	0.0	14.0
3308	tells	6.0	3.0	1.0	3.0	1.0	14.0
1990	tear	11.0	0.0	1.0	1.0	1.0	14.0
18710	targeted	0.0	0.0	2.0	10.0	2.0	14.0
3040	tapping	7.0	0.0	0.0	3.0	4.0	14.0
1925	talent	12.0	0.0	1.0	0.0	1.0	14.0
21018	synapse	0.0	0.0	0.0	14.0	0.0	14.0
7227	susceptible	2.0	7.0	5.0	0.0	0.0	14.0
1771	superior	13.0	1.0	0.0	0.0	0.0	14.0
3807	sug	5.0	0.0	8.0	0.0	1.0	14.0
2801	style	7.0	1.0	0.0	2.0	4.0	14.0
14639	structural	0.0	3.0	1.0	2.0	8.0	14.0
15760	stix	0.0	1.0	1.0	10.0	2.0	14.0
2402	sleeping	9.0	3.0	0.0	2.0	0.0	14.0
14745	skeptical	0.0	3.0	1.0	6.0	4.0	14.0
1763	shutting	13.0	0.0	0.0	1.0	0.0	14.0
2281	settle	10.0	0.0	1.0	0.0	3.0	14.0
14282	sci	0.0	6.0	7.0	1.0	0.0	14.0
1764	scholar	13.0	1.0	0.0	0.0	0.0	14.0
2272	scenes	10.0	1.0	0.0	2.0	1.0	14.0
2408	saved	9.0	3.0	1.0	0.0	1.0	14.0
11819	sample	1.0	2.0	3.0	4.0	4.0	14.0
3064	rush	7.0	4.0	1.0	1.0	1.0	14.0
1781	roar	13.0	0.0	1.0	0.0	0.0	14.0
1655	rmness	14.0	0.0	0.0	0.0	0.0	14.0
15064	residents	0.0	2.0	5.0	1.0	6.0	14.0
5840	replaced	3.0	1.0	2.0	7.0	1.0	14.0
9133	reducing	1.0	3.0	2.0	1.0	7.0	14.0
1849	readily	12.0	1.0	0.0	1.0	0.0	14.0
2041	rarely	11.0	1.0	1.0	0.0	1.0	14.0
1964	quantity	11.0	1.0	2.0	0.0	0.0	14.0
2915	proper	7.0	2.0	1.0	0.0	4.0	14.0
14754	produces	0.0	3.0	5.0	2.0	4.0	14.0
14553	prices	0.0	4.0	3.0	0.0	7.0	14.0
5697	previously	3.0	6.0	1.0	1.0	3.0	14.0
1636	pretended	14.0	0.0	0.0	0.0	0.0	14.0
1821	preferred	12.0	0.0	0.0	2.0	0.0	14.0
1906	prefer	12.0	0.0	0.0	0.0	2.0	14.0
13926	predicted	1.0	5.0	3.0	3.0	2.0	14.0
14729	potentially	0.0	3.0	4.0	1.0	6.0	14.0
15347	personality	0.0	2.0	2.0	6.0	4.0	14.0
1745	peculiar	13.0	0.0	0.0	0.0	1.0	14.0
1699	pantry	14.0	0.0	0.0	0.0	0.0	14.0
7692	oil	2.0	3.0	4.0	1.0	4.0	14.0
6730	occurs	2.0	1.0	2.0	4.0	5.0	14.0
1825	notwithstanding	12.0	2.0	0.0	0.0	0.0	14.0
14160	nih	0.0	9.0	0.0	5.0	0.0	14.0
1618	nephew	14.0	0.0	0.0	0.0	0.0	14.0
1833	nearest	12.0	0.0	1.0	0.0	1.0	14.0
1667	nce	14.0	0.0	0.0	0.0	0.0	14.0
1700	mister	14.0	0.0	0.0	0.0	0.0	14.0
1695	memorial	14.0	0.0	0.0	0.0	0.0	14.0
14248	mediterranean	0.0	7.0	0.0	0.0	7.0	14.0
17680	mechanism	0.0	1.0	0.0	3.0	10.0	14.0
2019	meat	11.0	0.0	1.0	0.0	2.0	14.0
14324	massachusetts	0.0	5.0	4.0	1.0	4.0	14.0
6398	maps	2.0	0.0	4.0	2.0	6.0	14.0
1626	lovely	14.0	0.0	0.0	0.0	0.0	14.0
1648	lorn	14.0	0.0	0.0	0.0	0.0	14.0
1605	lively	14.0	0.0	0.0	0.0	0.0	14.0
1965	likes	11.0	1.0	1.0	1.0	0.0	14.0
9625	lifetime	1.0	4.0	1.0	4.0	4.0	14.0
1680	leto	14.0	0.0	0.0	0.0	0.0	14.0
2839	lean	7.0	3.0	0.0	0.0	4.0	14.0
1640	lasted	14.0	0.0	0.0	0.0	0.0	14.0
14369	joseph	0.0	5.0	3.0	4.0	2.0	14.0
2728	joint	8.0	3.0	1.0	1.0	1.0	14.0
1883	joined	12.0	1.0	0.0	0.0	1.0	14.0
12399	johnson	1.0	1.0	8.0	2.0	2.0	14.0
2589	jail	8.0	0.0	0.0	5.0	1.0	14.0
7970	italy	2.0	5.0	0.0	0.0	7.0	14.0
17908	interact	0.0	1.0	4.0	7.0	2.0	14.0
3454	instruments	6.0	3.0	2.0	3.0	0.0	14.0
11840	initial	1.0	6.0	6.0	0.0	1.0	14.0
12049	indicate	1.0	4.0	3.0	1.0	5.0	14.0
2455	income	9.0	4.0	1.0	0.0	0.0	14.0
2775	identical	7.0	1.0	3.0	1.0	2.0	14.0
1665	horses	14.0	0.0	0.0	0.0	0.0	14.0
2905	highest	7.0	1.0	2.0	1.0	3.0	14.0
6284	hidden	2.0	2.0	2.0	1.0	7.0	14.0
2130	heavily	10.0	1.0	1.0	2.0	0.0	14.0
2011	guard	11.0	1.0	2.0	0.0	0.0	14.0
18309	gluons	0.0	0.0	14.0	0.0	0.0	14.0
8940	german	1.0	2.0	4.0	1.0	6.0	14.0
14338	funding	0.0	5.0	0.0	5.0	4.0	14.0
2978	fourth	7.0	1.0	0.0	3.0	3.0	14.0
13972	fewer	1.0	5.0	4.0	4.0	0.0	14.0
2339	fever	9.0	0.0	5.0	0.0	0.0	14.0
19854	fda	0.0	0.0	1.0	11.0	2.0	14.0
8017	exposed	2.0	1.0	2.0	3.0	6.0	14.0
1895	expense	12.0	0.0	2.0	0.0	0.0	14.0
5266	exist	3.0	2.0	4.0	4.0	1.0	14.0
14240	ets	0.0	7.0	0.0	0.0	7.0	14.0
18936	erasing	0.0	0.0	1.0	13.0	0.0	14.0
1668	entreated	14.0	0.0	0.0	0.0	0.0	14.0
3282	ends	6.0	5.0	1.0	1.0	1.0	14.0
1599	endeavoured	14.0	0.0	0.0	0.0	0.0	14.0
2928	employ	7.0	3.0	1.0	1.0	2.0	14.0
4243	easier	4.0	4.0	1.0	2.0	3.0	14.0
1657	earnestly	14.0	0.0	0.0	0.0	0.0	14.0
3551	earliest	5.0	2.0	2.0	1.0	4.0	14.0
1752	duties	13.0	1.0	0.0	0.0	0.0	14.0
2084	document	11.0	0.0	2.0	0.0	1.0	14.0
1859	disappointment	12.0	0.0	1.0	0.0	1.0	14.0
1612	disagreeable	14.0	0.0	0.0	0.0	0.0	14.0
1617	dirence	14.0	0.0	0.0	0.0	0.0	14.0
14307	different	0.0	6.0	0.0	0.0	8.0	14.0
1630	devotion	14.0	0.0	0.0	0.0	0.0	14.0
14224	detection	0.0	7.0	2.0	4.0	1.0	14.0
4761	deception	4.0	10.0	0.0	0.0	0.0	14.0
1820	dearly	12.0	0.0	0.0	1.0	1.0	14.0
1601	crowd	14.0	0.0	0.0	0.0	0.0	14.0
1885	continually	12.0	1.0	0.0	1.0	0.0	14.0
3247	construction	6.0	3.0	1.0	0.0	4.0	14.0
1782	command	13.0	1.0	0.0	0.0	0.0	14.0
5731	col	3.0	3.0	4.0	0.0	4.0	14.0
4345	class	4.0	2.0	4.0	0.0	4.0	14.0
1622	circumstance	14.0	0.0	0.0	0.0	0.0	14.0
4189	catch	4.0	3.0	2.0	2.0	3.0	14.0
14287	cancers	0.0	6.0	2.0	2.0	4.0	14.0
10429	cable	1.0	2.0	4.0	6.0	1.0	14.0
1635	brooks	14.0	0.0	0.0	0.0	0.0	14.0
2794	brings	7.0	2.0	1.0	3.0	1.0	14.0
1704	bridge	13.0	1.0	0.0	0.0	0.0	14.0
14429	bodies	0.0	4.0	2.0	2.0	6.0	14.0
8300	blog	1.0	4.0	4.0	4.0	1.0	14.0
14349	beta	0.0	5.0	2.0	7.0	0.0	14.0
2083	beating	11.0	0.0	0.0	1.0	2.0	14.0
3832	bay	5.0	1.0	3.0	0.0	5.0	14.0
1650	bark	14.0	0.0	0.0	0.0	0.0	14.0
6109	balance	2.0	4.0	0.0	4.0	4.0	14.0
1956	authority	11.0	1.0	0.0	1.0	1.0	14.0
1795	attentive	13.0	0.0	0.0	1.0	0.0	14.0
1754	attend	13.0	1.0	0.0	0.0	0.0	14.0
1649	arose	14.0	0.0	0.0	0.0	0.0	14.0
6695	april	2.0	3.0	6.0	0.0	3.0	14.0
2258	approaching	10.0	0.0	4.0	0.0	0.0	14.0
2362	apartment	9.0	3.0	1.0	0.0	1.0	14.0
14315	anti	0.0	5.0	3.0	1.0	5.0	14.0
14131	amazon	0.0	12.0	0.0	0.0	2.0	14.0
4245	amazing	4.0	4.0	0.0	4.0	2.0	14.0
1720	alarmed	13.0	0.0	1.0	0.0	0.0	14.0
1899	advise	12.0	2.0	0.0	0.0	0.0	14.0
1606	acquainted	14.0	0.0	0.0	0.0	0.0	14.0
3705	yield	5.0	2.0	1.0	1.0	4.0	13.0
1773	worldly	13.0	0.0	0.0	0.0	0.0	13.0
1904	wise	12.0	0.0	1.0	0.0	0.0	13.0
18335	wireless	0.0	0.0	7.0	2.0	4.0	13.0
6602	wing	2.0	3.0	7.0	0.0	1.0	13.0
1713	wick	13.0	0.0	0.0	0.0	0.0	13.0
2138	whispering	10.0	0.0	0.0	0.0	3.0	13.0
18357	wavelengths	0.0	0.0	6.0	0.0	7.0	13.0
1841	wanting	12.0	0.0	0.0	1.0	0.0	13.0
1733	waking	13.0	0.0	0.0	0.0	0.0	13.0
1738	waistcoat	13.0	0.0	0.0	0.0	0.0	13.0
2088	visits	11.0	0.0	0.0	2.0	0.0	13.0
16688	virtually	0.0	1.0	1.0	9.0	2.0	13.0
4228	vegetables	4.0	1.0	3.0	2.0	3.0	13.0
1890	ute	12.0	0.0	0.0	1.0	0.0	13.0
1903	unwilling	12.0	1.0	0.0	0.0	0.0	13.0
4226	unlikely	4.0	4.0	0.0	4.0	1.0	13.0
13734	undergo	1.0	8.0	1.0	2.0	1.0	13.0
14191	trends	0.0	8.0	1.0	0.0	4.0	13.0
14528	traumatic	0.0	4.0	5.0	4.0	0.0	13.0
7682	trained	2.0	2.0	3.0	2.0	4.0	13.0
18311	tornadoes	0.0	0.0	13.0	0.0	0.0	13.0
8019	tions	2.0	0.0	2.0	9.0	0.0	13.0
1818	thowt	13.0	0.0	0.0	0.0	0.0	13.0
6772	taxes	2.0	5.0	1.0	0.0	5.0	13.0
14663	target	0.0	3.0	3.0	3.0	4.0	13.0
1800	sympathy	13.0	0.0	0.0	0.0	0.0	13.0
4828	switzerland	4.0	2.0	0.0	3.0	4.0	13.0
5636	swim	3.0	0.0	0.0	6.0	4.0	13.0
5591	subtle	3.0	0.0	2.0	1.0	7.0	13.0
3158	stuck	6.0	1.0	3.0	3.0	0.0	13.0
1729	stool	13.0	0.0	0.0	0.0	0.0	13.0
2059	stock	11.0	2.0	0.0	0.0	0.0	13.0
2140	sticking	10.0	0.0	2.0	0.0	1.0	13.0
3022	statement	7.0	0.0	1.0	1.0	4.0	13.0
1880	staring	12.0	0.0	0.0	0.0	1.0	13.0
1838	squeeze	12.0	0.0	1.0	0.0	0.0	13.0
1814	spiker	13.0	0.0	0.0	0.0	0.0	13.0
2017	sought	11.0	0.0	1.0	0.0	1.0	13.0
1701	sorrowfully	13.0	0.0	0.0	0.0	0.0	13.0
4357	somewhat	4.0	2.0	1.0	2.0	4.0	13.0
1762	solemnly	13.0	0.0	0.0	0.0	0.0	13.0
1715	sobbed	13.0	0.0	0.0	0.0	0.0	13.0
4421	smallest	4.0	6.0	0.0	0.0	3.0	13.0
4618	sick	4.0	1.0	1.0	5.0	2.0	13.0
2317	sharply	9.0	1.0	1.0	1.0	1.0	13.0
1929	shade	12.0	0.0	1.0	0.0	0.0	13.0
2456	severely	9.0	0.0	1.0	1.0	2.0	13.0
2854	sets	7.0	1.0	2.0	2.0	1.0	13.0
2609	sen	8.0	1.0	0.0	0.0	4.0	13.0
19224	seizures	0.0	0.0	1.0	12.0	0.0	13.0
3191	season	6.0	7.0	0.0	0.0	0.0	13.0
18520	schizophrenia	0.0	0.0	3.0	10.0	0.0	13.0
2164	scheme	10.0	0.0	2.0	0.0	1.0	13.0
4283	saving	4.0	2.0	1.0	5.0	1.0	13.0
2078	sailing	11.0	1.0	0.0	0.0	1.0	13.0
7038	roots	2.0	3.0	2.0	1.0	5.0	13.0
1759	rolling	13.0	0.0	0.0	0.0	0.0	13.0
3306	rock	6.0	1.0	3.0	1.0	2.0	13.0
21025	robot	0.0	0.0	0.0	13.0	0.0	13.0
11490	revolution	1.0	0.0	2.0	4.0	6.0	13.0
18515	retina	0.0	0.0	3.0	8.0	2.0	13.0
2283	restored	10.0	1.0	0.0	2.0	0.0	13.0
1735	restless	13.0	0.0	0.0	0.0	0.0	13.0
3438	responsibility	6.0	0.0	1.0	5.0	1.0	13.0
2087	reputation	11.0	0.0	0.0	1.0	1.0	13.0
1751	replying	13.0	0.0	0.0	0.0	0.0	13.0
1847	remem	12.0	0.0	1.0	0.0	0.0	13.0
1756	relish	13.0	0.0	0.0	0.0	0.0	13.0
9125	recording	1.0	2.0	0.0	8.0	2.0	13.0
2724	recommend	8.0	1.0	2.0	2.0	0.0	13.0
7487	recognize	2.0	3.0	3.0	2.0	3.0	13.0
1769	pudding	13.0	0.0	0.0	0.0	0.0	13.0
12055	promote	1.0	3.0	1.0	3.0	5.0	13.0
14578	predicting	0.0	3.0	5.0	2.0	3.0	13.0
2311	powers	9.0	0.0	0.0	2.0	2.0	13.0
2523	poorly	8.0	2.0	1.0	2.0	0.0	13.0
4890	pole	3.0	0.0	2.0	1.0	7.0	13.0
14136	pod	0.0	12.0	0.0	0.0	1.0	13.0
16469	photon	0.0	1.0	7.0	2.0	3.0	13.0
4729	periods	4.0	6.0	0.0	1.0	2.0	13.0
4231	peo	4.0	3.0	1.0	0.0	5.0	13.0
1747	parties	13.0	0.0	0.0	0.0	0.0	13.0
6705	parallel	2.0	1.0	1.0	0.0	9.0	13.0
18766	pacemaker	0.0	0.0	2.0	11.0	0.0	13.0
12289	organs	1.0	2.0	2.0	3.0	5.0	13.0
7100	obvious	2.0	5.0	4.0	1.0	1.0	13.0
21019	neuroplasticity	0.0	0.0	0.0	13.0	0.0	13.0
14455	nasa	0.0	4.0	1.0	2.0	6.0	13.0
21024	myelin	0.0	0.0	0.0	13.0	0.0	13.0
1744	missis	13.0	0.0	0.0	0.0	0.0	13.0
2104	misses	11.0	1.0	0.0	1.0	0.0	13.0
1854	mighty	12.0	0.0	0.0	0.0	1.0	13.0
1721	melancholy	13.0	0.0	0.0	0.0	0.0	13.0
2858	medium	7.0	1.0	0.0	0.0	5.0	13.0
4310	manage	4.0	3.0	3.0	1.0	2.0	13.0
5527	lunch	3.0	6.0	1.0	1.0	2.0	13.0
2060	loves	11.0	1.0	0.0	1.0	0.0	13.0
9906	longevity	1.0	0.0	1.0	0.0	11.0	13.0
14746	locations	0.0	3.0	1.0	2.0	7.0	13.0
2069	load	11.0	2.0	0.0	0.0	0.0	13.0
7427	link	2.0	4.0	2.0	1.0	4.0	13.0
2073	lend	11.0	0.0	0.0	0.0	2.0	13.0
18547	ledoux	0.0	0.0	3.0	10.0	0.0	13.0
1851	knitting	12.0	0.0	0.0	1.0	0.0	13.0
14393	kids	0.0	4.0	0.0	8.0	1.0	13.0
1732	jealous	13.0	0.0	0.0	0.0	0.0	13.0
14655	isolated	0.0	3.0	4.0	3.0	3.0	13.0
17379	irrigation	0.0	1.0	1.0	0.0	11.0	13.0
1912	intentions	12.0	1.0	0.0	0.0	0.0	13.0
14295	insects	0.0	6.0	3.0	0.0	4.0	13.0
1856	impressed	12.0	1.0	0.0	0.0	0.0	13.0
2883	imagined	7.0	1.0	2.0	2.0	1.0	13.0
8918	iden	1.0	1.0	2.0	9.0	0.0	13.0
21021	ibrain	0.0	0.0	0.0	13.0	0.0	13.0
1783	honoured	13.0	0.0	0.0	0.0	0.0	13.0
1790	hastily	13.0	0.0	0.0	0.0	0.0	13.0
3982	happening	5.0	4.0	1.0	1.0	2.0	13.0
1777	grin	13.0	0.0	0.0	0.0	0.0	13.0
9346	germany	1.0	0.0	6.0	3.0	3.0	13.0
13609	geneva	1.0	4.0	4.0	0.0	4.0	13.0
1921	generous	12.0	0.0	0.0	1.0	0.0	13.0
1710	funeral	13.0	0.0	0.0	0.0	0.0	13.0
11472	funded	1.0	5.0	1.0	4.0	2.0	13.0
14195	fundamental	0.0	8.0	1.0	1.0	3.0	13.0
17598	frontal	0.0	1.0	0.0	12.0	0.0	13.0
1989	frame	11.0	0.0	0.0	1.0	1.0	13.0
1724	forenger	13.0	0.0	0.0	0.0	0.0	13.0
2390	foreign	9.0	1.0	0.0	0.0	3.0	13.0
1711	fender	13.0	0.0	0.0	0.0	0.0	13.0
14967	federal	0.0	2.0	4.0	1.0	6.0	13.0
2358	fears	9.0	0.0	3.0	0.0	1.0	13.0
3146	falls	6.0	5.0	0.0	1.0	1.0	13.0
7464	excess	2.0	2.0	2.0	2.0	5.0	13.0
2374	exception	9.0	0.0	2.0	0.0	2.0	13.0
14531	evolving	0.0	4.0	4.0	1.0	4.0	13.0
1873	eve	12.0	0.0	0.0	0.0	1.0	13.0
1799	erts	13.0	0.0	0.0	0.0	0.0	13.0
21022	ering	0.0	0.0	0.0	13.0	0.0	13.0
18436	erase	0.0	0.0	4.0	9.0	0.0	13.0
13079	era	1.0	3.0	4.0	2.0	3.0	13.0
14457	ensure	0.0	4.0	4.0	0.0	5.0	13.0
2671	engaging	8.0	1.0	2.0	1.0	1.0	13.0
2720	encountered	8.0	1.0	2.0	2.0	0.0	13.0
17846	electromagnetic	0.0	1.0	3.0	3.0	6.0	13.0
3585	egg	5.0	2.0	2.0	3.0	1.0	13.0
4842	edition	3.0	3.0	0.0	4.0	3.0	13.0
2464	dying	9.0	2.0	0.0	1.0	1.0	13.0
23402	drones	0.0	0.0	0.0	0.0	13.0	13.0
6995	dozens	2.0	1.0	1.0	5.0	4.0	13.0
14310	diverse	0.0	5.0	3.0	0.0	5.0	13.0
4018	distinguish	5.0	1.0	4.0	0.0	3.0	13.0
2369	dismissed	9.0	1.0	1.0	1.0	1.0	13.0
1778	disappointed	13.0	0.0	0.0	0.0	0.0	13.0
18367	diagnostic	0.0	0.0	5.0	6.0	2.0	13.0
14254	diagnosed	0.0	6.0	0.0	3.0	4.0	13.0
2263	devil	10.0	0.0	0.0	2.0	1.0	13.0
11461	detecting	1.0	4.0	5.0	2.0	1.0	13.0
1816	despair	13.0	0.0	0.0	0.0	0.0	13.0
2354	depths	9.0	2.0	0.0	2.0	0.0	13.0
6170	delivery	2.0	3.0	2.0	4.0	2.0	13.0
4736	crust	4.0	0.0	0.0	0.0	9.0	13.0
2535	cotton	8.0	0.0	4.0	0.0	1.0	13.0
14788	controversial	0.0	3.0	2.0	6.0	2.0	13.0
14440	contributing	0.0	4.0	2.0	4.0	3.0	13.0
14412	consumer	0.0	4.0	6.0	0.0	3.0	13.0
2074	concerning	11.0	0.0	1.0	1.0	0.0	13.0
1780	conceal	13.0	0.0	0.0	0.0	0.0	13.0
5990	compass	3.0	0.0	0.0	0.0	10.0	13.0
5252	compare	3.0	3.0	1.0	2.0	4.0	13.0
12495	commonly	1.0	5.0	5.0	0.0	2.0	13.0
14702	collider	0.0	3.0	9.0	0.0	1.0	13.0
14879	cognition	0.0	2.0	1.0	8.0	2.0	13.0
18987	cocaine	0.0	0.0	1.0	12.0	0.0	13.0
1892	circle	12.0	0.0	0.0	1.0	0.0	13.0
2303	christian	9.0	1.0	2.0	0.0	1.0	13.0
